النموذج	م	الجانب	الهدف	المعيار	اقل قيمة	اعلى قيمة	اسم المعيار في النموذج	درجة المعيار	الترتيب	حالة العرض	المستوى
نموذج تقييم ERP System	5394	نظام الاصول الثابتة	تاجير الاصول	إنشاء وصيانة عقود الإيجار مع العملاء - تفاصيل الفواتير: أمر عمل المشروع (وليس EQS) ، وتاريخ البدء ، وتاريخ الإرجاع المتفق عليه ، وتاريخ الإرجاع الفعلي ، وتقييم الضرر والمرجع ، ونوع (أنواع) الفواتير ، والمدد ، والرسوم الإجمالية	0	0	إنشاء وصيانة عقود الإيجار مع العملاء - تفاصيل الفواتير: أمر عمل المشروع (وليس EQS) ، وتاريخ البدء ، وتاريخ الإرجاع المتفق عليه ، وتاريخ الإرجاع الفعلي ، وتقييم الضرر والمرجع ، ونوع (أنواع) الفواتير ، والمدد ، والرسوم الإجمالية	0	1144	1	0
نموذج تقييم ERP System	5393	نظام الاصول الثابتة	تاجير الاصول	حساب رسوم الإيجار للعميل شهريًا باستخدام أسعار الإيجار ومعدلات التأخير ؛ نشر على SAP	0	0	حساب رسوم الإيجار للعميل شهريًا باستخدام أسعار الإيجار ومعدلات التأخير ؛ نشر على SAP	0	1145	1	0
نموذج تقييم ERP System	5392	نظام الاصول الثابتة	تاجير الاصول	تقرير عن استخدام عناصر المجمع ، وتكرار الطلبات للأصناف والأنواع غير المخزنة ، والرسوم المحصلة ، والأضرار والاستهلاك	0	0	تقرير عن استخدام عناصر المجمع ، وتكرار الطلبات للأصناف والأنواع غير المخزنة ، والرسوم المحصلة ، والأضرار والاستهلاك	0	1146	1	0
نموذج تقييم ERP System	5391	نظام الاصول الثابتة	تاجير الاصول	تحليل التكلفة المتوقعة / الفعلية لطول الإيجار مقابل شراء وحدة مخصصة	0	0	تحليل التكلفة المتوقعة / الفعلية لطول الإيجار مقابل شراء وحدة مخصصة	0	1147	1	0
نموذج تقييم ERP System	5383	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	حسابات KPI ولوحات المعلومات للتسلسل الهرمي لمستويات الإدارة	0	0	حسابات KPI ولوحات المعلومات للتسلسل الهرمي لمستويات الإدارة	0	1155	1	0
نموذج تقييم ERP System	5382	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	تحليل أداء التوقف والإنتاج والتكاليف مقابل المعايير	0	0	تحليل أداء التوقف والإنتاج والتكاليف مقابل المعايير	0	1156	1	0
نموذج تقييم ERP System	5381	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	تحليل دورة حياة المعدات المحسن ؛ معدلات الإصلاح والفشل لفئة المعدات ، وقطع الغيار والتجمعات المحددة ، والإصلاحات المتكررة ، والعمر الافتراضي المتوقع مقابل العمر الافتراضي	0	0	تحليل دورة حياة المعدات المحسن ؛ معدلات الإصلاح والفشل لفئة المعدات ، وقطع الغيار والتجمعات المحددة ، والإصلاحات المتكررة ، والعمر الافتراضي المتوقع مقابل العمر الافتراضي	0	1157	1	0
نموذج تقييم ERP System	5380	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	تحليل الموثوقية لتحسين برنامج الصيانة ؛ تحديد مؤشرات التنبؤ بالفشل	0	0	تحليل الموثوقية لتحسين برنامج الصيانة ؛ تحديد مؤشرات التنبؤ بالفشل	0	1158	1	0
نموذج تقييم ERP System	5379	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	تحليل تكلفة المعدات - النفقات الرأسمالية ، نفقات التشغيل ، التكلفة الإجمالية للملكية ؛ مقارنات بين معدات مماثلة بما في ذلك البيانات من مصادر خارجية (أساطيل أخرى)	0	0	تحليل تكلفة المعدات - النفقات الرأسمالية ، نفقات التشغيل ، التكلفة الإجمالية للملكية ؛ مقارنات بين معدات مماثلة بما في ذلك البيانات من مصادر خارجية (أساطيل أخرى)	0	1159	1	0
نموذج تقييم ERP System	5378	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	النماذج المالية لتحليل تكلفة التشغيل	0	0	النماذج المالية لتحليل تكلفة التشغيل	0	1160	1	0
نموذج تقييم ERP System	5377	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	تحديد أنماط استخدام المعدات من مدخلات تكنولوجيا المعلومات ، وربطها بالإصلاحات	0	0	تحديد أنماط استخدام المعدات من مدخلات تكنولوجيا المعلومات ، وربطها بالإصلاحات	0	1161	1	0
نموذج تقييم ERP System	5376	نظام الاصول الثابتة	التحليلات المتقدمة وذكاء الاعمال	تحليل التخصيص من مقاييس الاستخدام لتحسين استخدام الأسطول وإطالة عمر خدمة مركبات الأسطول	0	0	تحليل التخصيص من مقاييس الاستخدام لتحسين استخدام الأسطول وإطالة عمر خدمة مركبات الأسطول	0	1162	1	0
نموذج تقييم ERP System	5375	نظام الاصول الثابتة	نظام الاصول - ارسال شاحنات الخدمة	وصف أي دعم لنظام إرسال مركزي يهدف إلى توجيه وحدة معينة (شاحنة خدمة ميدانية) إلى موقع ، عند الطلب - يمكن استخدامه أيضًا لتتبع وسائل الشرح لخدمات القطر التجارية	0	0	وصف أي دعم لنظام إرسال مركزي يهدف إلى توجيه وحدة معينة (شاحنة خدمة ميدانية) إلى موقع ، عند الطلب - يمكن استخدامه أيضًا لتتبع وسائل الشرح لخدمات القطر التجارية	0	1163	1	0
نموذج تقييم ERP System	5374	نظام الاصول الثابتة	نظام الاصول - ارسال شاحنات الخدمة	يجب أن تحتوي المواعيد على حقل عنوان / موقع لاستخدامه في تحديد الموقع الجغرافي للموقع على الخريطة	0	0	يجب أن تحتوي المواعيد على حقل عنوان / موقع لاستخدامه في تحديد الموقع الجغرافي للموقع على الخريطة	0	1164	1	0
نموذج تقييم ERP System	5373	نظام الاصول الثابتة	نظام الاصول - ارسال شاحنات الخدمة	يجب أن يكون النظام قادرًا على تبادل العنوان أو إحداثيات الخريطة مع تطبيقات المدينة الأخرى	0	0	يجب أن يكون النظام قادرًا على تبادل العنوان أو إحداثيات الخريطة مع تطبيقات المدينة الأخرى	0	1165	1	0
نموذج تقييم ERP System	5372	نظام الاصول الثابتة	نظام الاصول - ارسال شاحنات الخدمة	تنسيق متطلبات التزود بالوقود مع الرحلات ؛ خصصت المدينة محطات وقود لأنواع الوقود المختلفة	0	0	تنسيق متطلبات التزود بالوقود مع الرحلات ؛ خصصت المدينة محطات وقود لأنواع الوقود المختلفة	0	1166	1	0
